Entry	Gene names	Entry name	Cross-reference (GeneID)
Q5THJ4	VPS13D KIAA0453	VP13D_HUMAN	55187
Q96JC1	VPS39 KIAA0770 TLP VAM6	VPS39_HUMAN	23339
P49754	VPS41	VPS41_HUMAN	27072
A6NJY4		YQ041_HUMAN	
P0DP72	VSIG10L2	VSXL2_HUMAN	
Q9UHF0	TAC3 NKNB UNQ585/PRO1155	TKNK_HUMAN	6866
Q6ZRR5	TLCD5 TMEM136	TLCD5_HUMAN	219902
Q9H147	DNTTIP1 C20orf167 TDIF1	TDIF1_HUMAN	116092
Q9Y4C2	TCAF1 FAM115A KIAA0738	TCAF1_HUMAN	9747
Q9NR96	TLR9 UNQ5798/PRO19605	TLR9_HUMAN	54106
Q8N8V8	TMEM105	TM105_HUMAN	
Q7L0Y3	TRMT10C MRPP1 RG9MTD1	TM10C_HUMAN	54931
Q969V4	TEKT1	TEKT1_HUMAN	83659
Q10587	TEF KIAA1655	TEF_HUMAN	7008
Q9BXF9	TEKT3	TEKT3_HUMAN	64518
Q92545	TMEM131 KIAA0257 RW1	TM131_HUMAN	23505
Q502W6	VWA3B	VWA3B_HUMAN	200403
Q9H354	PRO1933	YJ001_HUMAN	
Q8N9G6		YJ012_HUMAN	
Q86UX7	FERMT3 KIND3 MIG2B URP2	URP2_HUMAN	83706
Q7Z7E8	UBE2Q1 NICE5 UBE2Q PRO3094	UB2Q1_HUMAN	55585
O14933	UBE2L6 UBCH8	UB2L6_HUMAN	9246
A0A0K0K1C4	TRBV27	TVB27_HUMAN	
P35544	FAU	UBIM_HUMAN	2197
Q7L0L9		YA043_HUMAN	
Q9Y6I4	USP3	UBP3_HUMAN	9960
Q9H0E7	USP44	UBP44_HUMAN	84101
Q5T4S7	UBR4 KIAA0462 KIAA1307 RBAF600 ZUBR1	UBR4_HUMAN	23352
P63313	TMSB10 PTMB10 THYB10	TYB10_HUMAN	9168
Q9Y5K5	UCHL5 UCH37 AD-019 CGI-70	UCHL5_HUMAN	51377
P09936	UCHL1	UCHL1_HUMAN	7345
Q8N567	ZCCHC9	ZCHC9_HUMAN	84240
P0C7P4	UQCRFS1P1 UQCRFSL1	UCRIL_HUMAN	
P16662	UGT2B7 UGTB2B9	UD2B7_HUMAN	7364
Q8WTX9	ZDHHC1 C16orf1 ZNF377	ZDHC1_HUMAN	29800
Q92890	UFD1 UFD1L	UFD1_HUMAN	7353
P61960	UFM1 C13orf20 BM-002	UFM1_HUMAN	51569
Q9NTW7	ZFP64 ZNF338	ZF64B_HUMAN	55734
Q86XI8	ZSWIM9 C19orf68	ZSWM9_HUMAN	374920
Q9H0M0	WWP1	WWP1_HUMAN	11059
Q8NFZ6	VN1R2 V1RL2	VN1R2_HUMAN	317701
P26651	ZFP36 G0S24 NUP475 RNF162A TIS11A TTP	TTP_HUMAN	7538
Q6UXQ8	UNQ6190/PRO20217	YO002_HUMAN	
Q6Q795		VBPC1_HUMAN	
Q9UKW4	VAV3	VAV3_HUMAN	10451
Q96JH7	VCPIP1 KIAA1850 VCIP135	VCIP1_HUMAN	80124
Q9H321	VCX3B VCXC	VCX3B_HUMAN	425054
A8MUN3		YQ048_HUMAN	
Q96IQ7	VSIG2 CTH CTXL UNQ2770/PRO7154	VSIG2_HUMAN	23584
P01033	TIMP1 CLGI TIMP	TIMP1_HUMAN	7076
P61077	UBE2D3 UBC5C UBCH5C	UB2D3_HUMAN	7323
Q765I0	UTS2B URP UTS2D	UTS2B_HUMAN	257313
P0CB48	UBTFL6	UBFL6_HUMAN	
A0A075B6W5	TRAV23DV6	TVA23_HUMAN	
A0A0A6YYK1	TRAV8-1	TVA81_HUMAN	
Q6XCG6	PP632	YA011_HUMAN	
Q96S82	UBL7 BMSCUBP SB132	UBL7_HUMAN	84993
P17032	ZNF37A KOX21 ZNF37	ZN37A_HUMAN	7587
Q6DD87	ZNF787	ZN787_HUMAN	126208
Q6P9G9	ZNF449 ZSCAN19	ZN449_HUMAN	203523
Q86XN6	ZNF761 KIAA2033	ZN761_HUMAN	388561
Q96JG9	ZNF469 KIAA1858	ZN469_HUMAN	
P0CJ79	ZNF888	ZN888_HUMAN	388559
Q6ZNG1	ZNF600	ZN600_HUMAN	162966
O60637	TSPAN3 TM4SF8	TSN3_HUMAN	10099
Q6ZTC4		YT009_HUMAN	
Q8TC21	ZNF596	ZN596_HUMAN	169270
Q6ZSS3	ZNF621	ZN621_HUMAN	285268
Q8NEW0	SLC30A7 ZNT7 ZNTL2	ZNT7_HUMAN	148867
Q9UBK9	UXT HSPC024	UXT_HUMAN	8409
O00258	WRB CHD5	WRB_HUMAN	7485
Q96AY4	TTC28 KIAA1043 TPRBK	TTC28_HUMAN	23331
O43156	TTI1 KIAA0406 SMG10	TTI1_HUMAN	9675
Q96AP4	ZUP1 C6orf113 ZUFSP	ZUP1_HUMAN	221302
A0A1B0GUX0	ATP6V1FNB	VAFNB_HUMAN	100130705
Q9H7M6	ZSWIM4	ZSWM4_HUMAN	65249
Q9UGI0	ZRANB1 TRABID	ZRAN1_HUMAN	54764
Q7L8A9	VASH1 KIAA1036 VASH	VASH1_HUMAN	22846
Q9BYN8	MRPS26 C20orf193 RPMS13	RT26_HUMAN	64949
O95772	STARD3NL MENTHO UNQ855/PRO1864	STR3N_HUMAN	83930
Q96HP8	TMEM176A HCA112	T176A_HUMAN	55365
Q8NDZ6	TMEM161B UNQ679/PRO1313	T161B_HUMAN	153396
Q6ZVK1	TMEM179 C14orf90 TMEM179A	T179A_HUMAN	388021
P00734	F2	THRB_HUMAN	2147
O95379	TNFAIP8	TFIP8_HUMAN	25816
A6NKL6	TMEM200C TTMA	T200C_HUMAN	645369
Q9P2R7	SUCLA2	SUCB1_HUMAN	8803
Q99426	TBCB CG22 CKAP1	TBCB_HUMAN	1155
O95759	TBC1D8 VRP	TBCD8_HUMAN	11138
P62857	RPS28	RS28_HUMAN	6234
Q9BVN2	RUSC1 NESCA	RUSC1_HUMAN	23623
Q13507	TRPC3 TRP3	TRPC3_HUMAN	7222
P48995	TRPC1 TRP1	TRPC1_HUMAN	7220
O95988	TCL1B TCL1	TCL1B_HUMAN	9623
Q8NDG6	TDRD9 C14orf75	TDRD9_HUMAN	122402
A0A1B0GUS4	UBE2L5	UB2L5_HUMAN	
P51965	UBE2E1 UBCH6	UB2E1_HUMAN	7324
O75691	UTP20 DRIM	UTP20_HUMAN	27340
P07947	YES1 YES	YES_HUMAN	7525
Q8N1X5		YF001_HUMAN	
A6NH52	TVP23A FAM18A	TV23A_HUMAN	780776
Q9UHT4	PRO1854	YG001_HUMAN	
A0A075B6N3	TRBV24-1	TVBX1_HUMAN	
Q14694	USP10 KIAA0190	UBP10_HUMAN	9100
Q9BTK2		YX002_HUMAN	
Q9UPU5	USP24 KIAA1057	UBP24_HUMAN	23358
Q71RG6	FP248	YH006_HUMAN	
Q86VQ3	TXNDC2 SPTRX SPTRX1	TXND2_HUMAN	84203
Q9UGR2	ZC3H7B KIAA1031	Z3H7B_HUMAN	23264
Q8NFA0	USP32 USP10	UBP32_HUMAN	84669
Q9NS37	CREBZF ZF	ZHANG_HUMAN	58487
Q9HD64	XAGE1A GAGED2 XAGE1
P21281	ATP6V1B2 ATP6B2 VPP3	VATB2_HUMAN	526
Q9H320	VCX VCX1 VCX10R VCXB1	VCX1_HUMAN	26609
P45880	VDAC2	VDAC2_HUMAN	7417
Q13488	TCIRG1 ATP6N1C ATP6V0A3	VPP3_HUMAN	10312
Q9Y6I0	ERVK-6 ERVK6	VPK6_HUMAN	
Q86VN1	VPS36 C13orf9 EAP45 CGI-145	VPS36_HUMAN	51028
Q96JG6	VPS50 CCDC132 KIAA1861	VPS50_HUMAN	55610
Q8TAG5	VSTM2A VSTM2	VTM2A_HUMAN	222008
P15018	LIF HILDA	LIF_HUMAN	3976
O95243	MBD4 MED1	MBD4_HUMAN	8930
Q9BXW7	HDHD5 CECR5	HDHD5_HUMAN	27440
O60674	JAK2	JAK2_HUMAN	3717
P30511	HLA-F HLA-5.4 HLAF	HLAF_HUMAN	3134
Q53FT3	HIKESHI C11orf73 HSPC138 HSPC179 HSPC248	HIKES_HUMAN	51501
Q06413	MEF2C	MEF2C_HUMAN	4208
P35527	KRT9	K1C9_HUMAN	3857
Q6ZMJ4	IL34 C16orf77	IL34_HUMAN	146433
Q13007	IL24 MDA7 ST16	IL24_HUMAN	11009
Q14696	MESD KIAA0081 MESDC2 MESDM UNQ1911/PRO4369	MESD_HUMAN	23184
O95568	METTL18 ASTP2 C1orf156	MET18_HUMAN	92342
P05546	SERPIND1 HCF2	HEP2_HUMAN	3053
Q5SRI9	MANEA	MANEA_HUMAN	79694
O15151	MDM4 MDMX	MDM4_HUMAN	4194
Q9BSE4	HERPUD2	HERP2_HUMAN	64224
Q659C4	LARP1B LARP2	LAR1B_HUMAN	55132
Q92615	LARP4B KIAA0217 LARP5	LAR4B_HUMAN	23185
P08183	ABCB1 MDR1 PGY1	MDR1_HUMAN	5243
Q96HZ4	HES6 BHLHB41	HES6_HUMAN	55502
Q8NDY4	MDS2	MDS2_HUMAN	259283
Q8NC54	KCT2 C5orf15 HTGN29	KCT2_HUMAN	56951
Q719H9	KCTD1 C18orf5	KCTD1_HUMAN	284252
Q9H8J5	MANSC1 LOH12CR3 UNQ316/PRO361	MANS1_HUMAN	54682
Q9Y597	KCTD3	KCTD3_HUMAN	51133
Q8WVB3	HEXD HEXDC	HEXD_HUMAN	284004
O94992	HEXIM1 CLP1 EDG1 HIS1 MAQ1	HEXI1_HUMAN	10614
P42357	HAL HIS	HUTH_HUMAN	3034
Q96MH2	HEXIM2 L3	HEXI2_HUMAN	124790
Q9NQ87	HEYL BHLHB33 HRT3	HEYL_HUMAN	26508
Q71RC2	LARP4 PP13296	LARP4_HUMAN	113251
P10721	KIT SCFR	KIT_HUMAN	3815
Q8N7A1	KLHDC1 MSTP025	KLDC1_HUMAN	122773
Q99707	MTR	METH_HUMAN	4548
P22612	PRKACG	KAPCG_HUMAN	5568
A0A0U1RRK4	LBHD2	LBHD2_HUMAN	107984640
Q13118	KLF10 TIEG TIEG1	KLF10_HUMAN	7071
O14901	KLF11 FKLF TIEG2	KLF11_HUMAN	8462
Q86UK5	EVC2 LBN	LBN_HUMAN	132884
P13985	HRES1	HRES1_HUMAN	
Q6P1K1	SLC48A1 HRG1	HRG1_HUMAN	55652
Q8N6L0	CCDC155 KASH5	KASH5_HUMAN	147872
P0C7V9	METTL15P1 METT5D2	ME15P_HUMAN	
Q16773	KYAT1 CCBL1	KAT1_HUMAN	883
A6NDR6	MEIS3P1	ME3L1_HUMAN	
Q16626	MEA1 MEA	MEA1_HUMAN	4201
Q96C03	MIEF2 MID49 SMCR7	MID49_HUMAN	125170
Q9H3N8	HRH4 GPCR105	HRH4_HUMAN	59340
Q9Y5N1	HRH3 GPCR97	HRH3_HUMAN	11255
Q92831	KAT2B PCAF	KAT2B_HUMAN	8850
Q5JT82	KLF17 ZNF393	KLF17_HUMAN	128209
P04233	CD74 DHLAG	HG2A_HUMAN	972
Q92993	KAT5 HTATIP TIP60	KAT5_HUMAN	10524
Q9Y5W3	KLF2 LKLF	KLF2_HUMAN	10365
P52954	LBX1 LBX1H	LBX1_HUMAN	10660
P57682	KLF3 BKLF	KLF3_HUMAN	51274
P0DP01	IGHV1-8	HV108_HUMAN	
Q5VSP4	LCN1P1 LCN1L1	LC1L1_HUMAN	
P01814	IGHV2-70	HV270_HUMAN	
A0A0B4J1V2	IGHV2-26	HV226_HUMAN	
O95251	KAT7 HBO1 HBOa MYST2	KAT7_HUMAN	11143
Q8TC71	SPATA18 MIEAP	MIEAP_HUMAN	132671
P01780	IGHV3-7	HV307_HUMAN	
P01762	IGHV3-11	HV311_HUMAN	
P01766	IGHV3-13	HV313_HUMAN	
A0A0B4J1V0	IGHV3-15	HV315_HUMAN	
Q13887	KLF5 BTEB2 CKLF IKLF	KLF5_HUMAN	688
Q99612	KLF6 BCD1 COPEB CPBP ST12	KLF6_HUMAN	1316
O95447	LCA5L C21orf13	LCA5L_HUMAN	150082
Q8N108	MIER1 KIAA1610	MIER1_HUMAN	57708
Q9Y2L9	LRCH1 CHDC1 KIAA1016	LRCH1_HUMAN	23143
A0A0C4DH34	IGHV4-28	HV428_HUMAN	
Q5VUJ6	LRCH2 KIAA1495	LRCH2_HUMAN	57631
A0A087WSY4	IGHV4-30-2	HV432_HUMAN	
O43301	HSPA12A KIAA0417	HS12A_HUMAN	259217
P01825	IGHV4-59	HV459_HUMAN	
A0A0B4J2H0	IGHV1-69D	HV69D_HUMAN	
Q7Z3K6	MIER3	MIER3_HUMAN	166968
A0A0J9YVY3	IGHV7-4-1	HV741_HUMAN	
A6NCL2	LRCOL1	LRCL1_HUMAN	100507055
P14210	HGF HPTA	HGF_HUMAN	3082
Q9BTT4	MED10 L6 TRG17 TRG20	MED10_HUMAN	84246
Q96D96	HVCN1 VSOP UNQ578/PRO1140	HVCN1_HUMAN	84329
Q9P244	LRFN1 KIAA1484 SALM2	LRFN1_HUMAN	57622
Q53G59	KLHL12 C3IP1	KLH12_HUMAN	59349
P04180	LCAT	LCAT_HUMAN	3931
Q9Y663	HS3ST3A1 3OST3A1 HS3ST3A UNQ2551/PRO6180	HS3SA_HUMAN	9955
P31260	HOXA10 HOX1H	HXA10_HUMAN	3206
P00390	GSR GLUR GRD1	GSHR_HUMAN	2936
P31271	HOXA13 HOX1J	HXA13_HUMAN	3209
Q9Y662	HS3ST3B1 3OST3B1 HS3ST3B	HS3SB_HUMAN	9953
Q96QI5	HS3ST6 HS3ST5	HS3S6_HUMAN	64711
P0DMV8	HSPA1A HSP72 HSPA1 HSX70	HS71A_HUMAN	3303
P07900	HSP90AA1 HSP90A HSPC1 HSPCA	HS90A_HUMAN	3320
Q14568	HSP90AA2P HSP90AA2 HSPCAL3	HS902_HUMAN	
Q92826	HOXB13	HXB13_HUMAN	10481
P09067	HOXB5 HOX2A	HXB5_HUMAN	3215
Q13867	BLMH	BLMH_HUMAN	642
Q9UL45	BLOC1S6 PA PLDN	BL1S6_HUMAN	26258
P30988	CALCR	CALCR_HUMAN	799
Q96KA5	CLPTM1L CRR9	CLP1L_HUMAN	81037
Q8NHS1	CLDND2	CLDN2_HUMAN	125875
O15516	CLOCK BHLHE8 KIAA0334	CLOCK_HUMAN	9575
O75821	EIF3G EIF3S4	EIF3G_HUMAN	8666
Q8TES7	FBF1 ALB KIAA1863	FBF1_HUMAN	85302
Q99853	FOXB1 FKH5	FOXB1_HUMAN	27023
P35573	AGL GDE	GDE_HUMAN	178
O60383	GDF9	GDF9_HUMAN	2661
P28324	ELK4 SAP1	ELK4_HUMAN	2005
Q9UJU6	DBNL CMAP SH3P7 PP5423	DBNL_HUMAN	28988
Q8N3Y1	FBXW8 FBW6 FBW8 FBX29 FBXO29 FBXW6	FBXW8_HUMAN	26259
Q96CD0	FBXL8 FBL8	FBXL8_HUMAN	55336
Q5MNV8	FBXO47	FBX47_HUMAN	494188
P38117	ETFB FP585	ETFB_HUMAN	2109
Q6ZVX7	NCCRP1 FBXO50	FBX50_HUMAN	342897
Q8TEB1	DCAF11 WDR23 GL014 PRO2389	DCA11_HUMAN	80344
P15884	TCF4 BHLHB19 ITF2 SEF2	ITF2_HUMAN	6925
Q14624	ITIH4 IHRP ITIHL1 PK120 PRO1851	ITIH4_HUMAN	3700
Q9NWA0	MED9 MED25	MED9_HUMAN	55090
Q8N635	MEIOB C16orf73	MEIOB_HUMAN	254528
Q14667	KIAA0100 BCOX1	K0100_HUMAN	9703
Q96AQ8	MCUR1 C6orf79 CCDC90A	MCUR1_HUMAN	63933
Q9NWR8	MCUB CCDC109B	MCUB_HUMAN	55013
Q6NXR0	IRGC IIGP5 IRGC1	IIGP5_HUMAN	56269
Q68EN5	KIAA0895L	K895L_HUMAN	653319
Q6EBC2	IL31	IL31_HUMAN	386653
P60568	IL2	IL2_HUMAN	3558
P35240	NF2 SCH	MERL_HUMAN	4771
Q8N4P3	HDDC3 MESH1	MESH1_HUMAN	374659
Q12906	ILF3 DRBF MPHOSPH4 NF90	ILF3_HUMAN	3609
Q9HB29	IL1RL2 IL1RRP2	ILRL2_HUMAN	8808
P48506	GCLC GLCL GLCLC	GSH1_HUMAN	2729
P31269	HOXA9 HOX1G	HXA9_HUMAN	3205
Q96GX5	MASTL GW GWL THC2	GWL_HUMAN	84930
Q8TCT9	HM13 H13 IMP1 PSL3 SPP MSTP086	HM13_HUMAN	81502
Q96RW7	HMCN1 FIBL6	HMCN1_HUMAN	83872
Q16609	LPAL2 APOARGC	LPAL2_HUMAN	
Q6NT76	HMBOX1 HOT1 TAH1	HMBX1_HUMAN	79618
Q6YN16	HSDL2 C9orf99 SDR13C1	HSDL2_HUMAN	84263
P60014	KRTAP10-10 KAP10.10 KAP18-10 KRTAP10.10 KRTAP18-1 KRTAP18.10	KR10A_HUMAN	353333
P03956	MMP1 CLG	MMP1_HUMAN	4312
O75031	HSF2BP	HSF2B_HUMAN	11077
P60412	KRTAP10-11 KAP10.11 KAP18-11 KRTAP10.11 KRTAP18-11 KRTAP18.11	KR10B_HUMAN	386678
Q9Y5R2	MMP24 MT5MMP	MMP24_HUMAN	10893
O75900	MMP23B MMP21 MMP22	MMP23_HUMAN	8510
Q9H8L6	MMRN2 EMILIN3	MMRN2_HUMAN	79812
Q7Z4W3	KRTAP19-3 KAP19.3	KR193_HUMAN	337970
Q9BQ66	KRTAP4-12 KAP4.12 KRTAP4.12	KR412_HUMAN	83755
Q99698	LYST CHS CHS1	LYST_HUMAN	1130
Q8TF66	LRRC15 LIB	LRC15_HUMAN	131578
Q9NT99	LRRC4B LRIG4	LRC4B_HUMAN	94030
Q8WVV9	HNRNPLL HNRPLL SRRF BLOCK24	HNRLL_HUMAN	92906
Q96KK3	KCNS1	KCNS1_HUMAN	3787
Q5JUK3	KCNT1 KIAA1422	KCNT1_HUMAN	57582
Q96CX6	LRRC58	LRC58_HUMAN	116064
Q6UVM3	KCNT2 SLICK	KCNT2_HUMAN	343450
Q6ZNQ3	LRRC69	LRC69_HUMAN	100130742
Q96PG2	MS4A10 CD20L7 MS4A9	M4A10_HUMAN	341116
P14316	IRF2	IRF2_HUMAN	3660
P78415	IRX3 IRXB1	IRX3_HUMAN	79191
P11150	LIPC HTGL	LIPC_HUMAN	3990
A6NK58	LIPT2	LIPT2_HUMAN	387787
O75022	LILRB3 ILT5 LIR3	LIRB3_HUMAN	102725035
P50053	KHK	KHK_HUMAN	3795
P01602	IGKV1-5	KV105_HUMAN	
Q9Y608	LRRFIP2	LRRF2_HUMAN	9209
Q4G0A6	MINDY4 C7orf67 FAM188B	MINY4_HUMAN	84182
Q9BZL6	PRKD2 PKD2 HSPC187	KPCD2_HUMAN	25865
Q9BXW4	MAP1LC3C	MLP3C_HUMAN	440738
Q06136	KDSR FVT1 SDR35C1	KDSR_HUMAN	2531
Q16661	GUCA2B	GUC2B_HUMAN	2981
Q8IV03	LURAP1L C9orf150 HYST0841	LUR1L_HUMAN	286343
Q12879	GRIN2A NMDAR2A	NMDE1_HUMAN	2903
Q8WV24	PHLDA1 PHRIP TDAG51	PHLA1_HUMAN	22822
P86496	PRR20A PRR20	PR20A_HUMAN	122183
Q02509	OC90 PLA2L	OC90_HUMAN	729330
Q9NNZ6	PRM3	PRM3_HUMAN	
A1L443	NUTM2F FAM22F	NTM2F_HUMAN	54754
Q8N2R0	OSR2	OSR2_HUMAN	116039
Q96EZ4	MYEOV OCIM	MYEOV_HUMAN	26579
P03891	MT-ND2 MTND2 NADH2 ND2	NU2M_HUMAN	4536
P20585	MSH3 DUC1 DUG	MSH3_HUMAN	4437
Q8TAK6	OLIG1 BHLHB6 BHLHE21	OLIG1_HUMAN	116448
Q9UHB4	NDOR1 NR1	NDOR1_HUMAN	27158
P52701	MSH6 GTBP	MSH6_HUMAN	2956
Q7L1T6	CYB5R4 NCB5OR	NB5R4_HUMAN	51167
Q3BBV2	NBPF8 NBPF8P	NBPF8_HUMAN	
Q8WY41	NANOS1 NOS1	NANO1_HUMAN	340719
Q16795	NDUFA9 NDUFS2L	NDUA9_HUMAN	4704
O15394	NCAM2 NCAM21	NCAM2_HUMAN	4685
Q6NSW7	NANOGP8	NANP8_HUMAN	
Q9BXP8	PAPPA2 PLAC3	PAPP2_HUMAN	60676
O95340	PAPSS2 ATPSK2	PAPS2_HUMAN	9060
Q96A54	ADIPOR1 PAQR1 TESBP1A CGI-45	PAQR1_HUMAN	51094
O43677	NDUFC1	NDUC1_HUMAN	4717
Q15800	MSMO1 DESP4 ERG25 SC4MOL	MSMO1_HUMAN	6307
Q6ZVX9	PAQR9	PAQR9_HUMAN	344838
Q460N5	PARP14 BAL2 KIAA1268	PAR14_HUMAN	54625
Q9BRX5	GINS3 PSF3	PSF3_HUMAN	64785
O43639	NCK2 GRB4	NCK2_HUMAN	8440
Q6J4K2	SLC8B1 NCKX6 NCLX SLC24A6	NCLX_HUMAN	80024
Q99700	ATXN2 ATX2 SCA2 TNRC13	ATX2_HUMAN	6311
O75909	CCNK CPR4	CCNK_HUMAN	8812
O95394	PGM3 AGM1	AGM1_HUMAN	5238
Q9BY67	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1	CADM1_HUMAN	23705
Q9NS85	CA10 hucep-15 UNQ533/PRO1076	CAH10_HUMAN	56934
A6NGU7	LINC01546 CXorf28	CX028_HUMAN	
P35663	CYLC1 CYL CYL1	CYLC1_HUMAN	1538
Q7Z5J1	HSD11B1L HSD3 SCDR10 SDR26C2	DHI1L_HUMAN	374875
Q6UXL0	IL20RB DIRS1 UNQ557/PRO1114	I20RB_HUMAN	53833
P21941	MATN1 CMP CRTM	MATN1_HUMAN	4146
Q7L985	LINGO2 LERN3 LRRN6C UNQ9234/PRO31993	LIGO2_HUMAN	158038
Q9H9L3	ISG20L2 HSD-38 HSD38	I20L2_HUMAN	81875
P38571	LIPA	LICH_HUMAN	3988
P52333	JAK3	JAK3_HUMAN	3718
Q9HBG6	IFT122 SPG WDR10 WDR140	IF122_HUMAN	55764
Q8NI22	MCFD2 SDNSF	MCFD2_HUMAN	90411
Q14CZ8	HEPACAM	HECAM_HUMAN	220296
Q9Y6D9	MAD1L1 MAD1 TXBP181	MD1L1_HUMAN	8379
P54840	GYS2	GYS2_HUMAN	2998
Q693B1	KCTD11 C17orf36 REN	KCD11_HUMAN	147040
Q13557	CAMK2D CAMKD	KCC2D_HUMAN	817
Q6ZRQ5	MMS22L C6orf167	MMS22_HUMAN	253714
Q13201	MMRN1 ECM EMILIN4 GPIA* MMRN	MMRN1_HUMAN	22915
P16402	H1-3 H1F3 HIST1H1D	H13_HUMAN	3007
Q13601	KRR1 HRB2	KRR1_HUMAN	11103
Q9NQ48	LZTFL1	LZTL1_HUMAN	54585
Q96KX0	LYZL4 LYC4	LYZL4_HUMAN	131375
P0CJ77	MTRNR2L10	HMN10_HUMAN	100463488
Q14533	KRT81 KRTHB1 MLN137	KRT81_HUMAN	3887
P41218	MNDA	MNDA_HUMAN	4332
P22459	KCNA4 KCNA4L	KCNA4_HUMAN	3739
O75582	RPS6KA5 MSK1	KS6A5_HUMAN	9252
Q5BKY1	LRRC10	LRC10_HUMAN	376132
Q92806	KCNJ9 GIRK3	KCNJ9_HUMAN	3765
Q15842	KCNJ8	KCNJ8_HUMAN	3764
Q9UGI6	KCNN3 K3	KCNN3_HUMAN	3782
Q6P9F7	LRRC8B KIAA0231 UNQ6413/PRO21207	LRC8B_HUMAN	23507
Q9Y5X9	LIPG UNQ387/PRO719	LIPE_HUMAN	9388
P23276	KEL	KELL_HUMAN	3792
A0A087WSZ0	IGKV1D-8	KVD08_HUMAN	
A1Z1Q3	MACROD2 C20orf133	MACD2_HUMAN	140733
Q8N8E1	MAPKAPK5-AS1 C12orf47	MAAS1_HUMAN	
Q5SSJ5	HP1BP3	HP1B3_HUMAN	50809
P01615	IGKV2D-28	KVD28_HUMAN	
Q8WVP7	LMBR1 C7orf2 DIF14	LMBR1_HUMAN	64327
P43626	KIR2DL1 CD158A NKAT1	KI2L1_HUMAN	3802
Q9ULI4	KIF26A KIAA1236	KI26A_HUMAN	26153
Q86VH2	KIF27	KIF27_HUMAN	55582
Q3MHD2	LSM12	LSM12_HUMAN	124801
P17931	LGALS3 MAC2	LEG3_HUMAN	3958
Q9C086	INO80B HMGA1L4 PAPA1 ZNHIT4	IN80B_HUMAN	83444
Q969Y0	NXPE3 FAM55C MSTP115 UNQ5791/PRO19596	NXPE3_HUMAN	91775
P47929	LGALS7 PIG1
P0DM63	NPIPA8	NPIA8_HUMAN	101059938
Q9NPH6	OBP2B UNQ653/PRO1283	OBP2B_HUMAN	29989
Q68G75	LEMD1	LEMD1_HUMAN	93273
P0DMT0	MRLN MLN	MLN_HUMAN	100507027
A6NMK8	INSYN2B C5orf57 FAM196B	INY2B_HUMAN	100131897
A0A075B6J1	IGLV5-37	LV537_HUMAN	
P35558	PCK1 PEPCK1	PCKGC_HUMAN	5105
Q9BRK3	MXRA8	MXRA8_HUMAN	54587
Q9H2J4	PDCL3 PhLP2A VIAF1	PDCL3_HUMAN	79031
Q9UGY1	NOL12	NOL12_HUMAN	79159
A6NEV1	PRR23A	PR23A_HUMAN	729627
Q15233	NONO NRB54	NONO_HUMAN	4841
Q8NH04	OR2T27	O2T27_HUMAN	403239
Q8NGJ5	OR51L1	O51L1_HUMAN	119682
Q5VWM6	PRAMEF13	PRA13_HUMAN	400736
Q8NH70	OR4A16	O4A16_HUMAN	81327
Q9NPE3	NOP10 NOLA3	NOP10_HUMAN	55505
Q8NGJ2	OR52H1	O52H1_HUMAN	390067
Q6IF63	OR52W1 OR52W1P	O52W1_HUMAN	120787
Q8TCB6	OR51E1 GPR164 OR51E1P OR52A3P POGR PSGR2	O51E1_HUMAN	143503
O60809	PRAMEF10	PRA10_HUMAN	343071
Q86YV5	PRAG1 SGK223	PRAG1_HUMAN	157285
Q9NZM5	NOP53 GLT GLTSCR2 PICT1	NOP53_HUMAN	29997
Q8NGH6	OR52L2P OR52L2	O52L2_HUMAN	
O00567	NOP56 NOL5A	NOP56_HUMAN	10528
Q8NGS3	OR1J1	OR1J1_HUMAN	347168
P49642	PRIM1	PRI1_HUMAN	5557
P49643	PRIM2 PRIM2A	PRI2_HUMAN	5558
Q6IF42	OR2A2 OR2A17P OR2A2P	OR2A2_HUMAN	442361
Q8NGH3	OR2D3	OR2D3_HUMAN	120775
Q15612	OR1Q1 OR1Q2 OR1Q3	OR1Q1_HUMAN	158131
O95918	OR2H2 FAT11 OLFR2 OR2H3	OR2H2_HUMAN	7932
Q8NGY9	OR2L8	OR2L8_HUMAN	391190
O76000	OR2B3 OR2B3P	OR2B3_HUMAN	442184
Q8NH37	OR4C3	OR4C3_HUMAN	256144
Q8NGN0	OR4D5	OR4D5_HUMAN	219875
Q6UWF7	NXPE4 C11orf33 FAM55D UNQ3018/PRO9799	NXPE4_HUMAN	54827
Q8NG95	OR7G3	OR7G3_HUMAN	390883
Q8NGA5	OR10H4	O10H4_HUMAN	126541
Q8NGU1	OR9A1P OR9A1	OR9A1_HUMAN	
Q8NH50	OR8K5	OR8K5_HUMAN	219453
Q8NGM9	OR8D4	OR8D4_HUMAN	338662
Q8NGY7	OR10J6P OR10J6	O10J6_HUMAN	
Q9P286	PAK5 KIAA1264 PAK7	PAK5_HUMAN	57144
Q8NGQ6	OR9I1	OR9I1_HUMAN	219954
Q8NGA0	OR7G1 OR7G1P	OR7G1_HUMAN	125962
O95007	OR6B1	OR6B1_HUMAN	135946
Q86SE8	NPM2	NPM2_HUMAN	10361
Q5VVY1	METTL11B C1orf184 NRMT2	NTM1B_HUMAN	149281
P21953	BCKDHB	ODBB_HUMAN	594
