Entry	Entry_name	Gene_names
Q96SN8	CK5P2_HUMAN	CDK5RAP2
Q96SW2	CRBN_HUMAN	CRBN
Q96T11	Q96T11_HUMAN	
Q96T21	SEBP2_HUMAN	SECISBP2
Q96T60	PNKP_HUMAN	PNKP
Q99062	CSF3R_HUMAN	CSF3R
Q99075	HBEGF_HUMAN	HBEGF
Q99081	HTF4_HUMAN	TCF12
Q99217	AMELX_HUMAN	AMELX
Q99218	AMELY_HUMAN	AMELY
Q99250	SCN2A_HUMAN	SCN2A
Q99259	DCE1_HUMAN	GAD1
Q99453	PHX2B_HUMAN	PHOX2B
Q99456	K1C12_HUMAN	KRT12
Q99497	PARK7_HUMAN	PARK7
Q99502	EYA1_HUMAN	EYA1
Q99519	NEUR1_HUMAN	NEU1
Q99574	NEUS_HUMAN	SERPINI1
Q99592	ZBT18_HUMAN	ZBTB18
Q99593	TBX5_HUMAN	TBX5
Q99608	NECD_HUMAN	NDN
Q99612	KLF6_HUMAN	KLF6
Q99622	C10_HUMAN	C12orf57
Q99643	C560_HUMAN	SDHC
Q99650	OSMR_HUMAN	OSMR
Q99684	GFI1_HUMAN	GFI1
Q99697	PITX2_HUMAN	PITX2
Q99698	LYST_HUMAN	LYST
Q99700	ATX2_HUMAN	ATXN2
Q99707	METH_HUMAN	MTR
Q99708	CTIP_HUMAN	RBBP8
Q99714	HCD2_HUMAN	HSD17B10
Q99720	SGMR1_HUMAN	SIGMAR1
Q99732	LITAF_HUMAN	LITAF
Q99740	Q99740_HUMAN	
Q99741	CDC6_HUMAN	CDC6
Q99748	NRTN_HUMAN	NRTN
Q99758	ABCA3_HUMAN	ABCA3
Q99770	Q99770_HUMAN	
Q99798	ACON_HUMAN	ACO2
Q99814	EPAS1_HUMAN	EPAS1
Q99816	TS101_HUMAN	TSG101
Q99836	MYD88_HUMAN	MYD88
Q99958	FOXC2_HUMAN	FOXC2
Q99959	PKP2_HUMAN	PKP2
Q99961	SH3G1_HUMAN	SH3GL1
Q99967	CITE2_HUMAN	CITED2
Q99972	MYOC_HUMAN	MYOC
Q99986	VRK1_HUMAN	VRK1
Q99996	AKAP9_HUMAN	AKAP9
Q9BPU9	B9D2_HUMAN	B9D2
Q9BQ52	RNZ2_HUMAN	ELAC2
Q9BQ65	USB1_HUMAN	USB1
Q9BQB4	SOST_HUMAN	SOST
Q9BQB6	VKOR1_HUMAN	VKORC1
Q9BQL6	FERM1_HUMAN	FERMT1
Q9BQP7	MGME1_HUMAN	MGME1
Q9BQS8	FYCO1_HUMAN	FYCO1
Q9BR39	JPH2_HUMAN	JPH2
Q9BRI3	ZNT2_HUMAN	SLC30A2
Q9BS45	Q9BS45_HUMAN	TPMT
Q9BSI4	TINF2_HUMAN	TINF2
Q9BSQ5	CCM2_HUMAN	CCM2
Q9BSV6	SEN34_HUMAN	TSEN34
Q9BT04	FUZZY_HUMAN	FUZ
Q9BT22	ALG1_HUMAN	ALG1
Q9BTH3	Q9BTH3_HUMAN	BIN1
Q9BTI0	Q9BTI0_HUMAN	KIAA1632
Q9BTV4	TMM43_HUMAN	TMEM43
Q9BTX6	Q9BTX6_HUMAN	RET
Q9BTY2	FUCO2_HUMAN	FUCA2
Q9BU40	CRDL1_HUMAN	CHRDL1
Q9BU61	NDUF3_HUMAN	NDUFAF3
Q9BUB7	TMM70_HUMAN	TMEM70
Q9BUI6	Q9BUI6_HUMAN	UBE3A
Q9BUL8	PDC10_HUMAN	PDCD10
Q9BUM1	G6PC3_HUMAN	G6PC3
Q9BUR4	WAP53_HUMAN	WRAP53
Q9BV10	ALG12_HUMAN	ALG12
Q9BV36	MELPH_HUMAN	MLPH
Q9BVA1	TBB2B_HUMAN	TUBB2B
Q9BVK2	ALG8_HUMAN	ALG8
Q9BWD1	THIC_HUMAN	ACAT2
Q9BWP8	COL11_HUMAN	COLEC11
Q9BX63	FANCJ_HUMAN	BRIP1
Q9BX67	JAM3_HUMAN	JAM3
Q9BX79	STRA6_HUMAN	STRA6
Q9BX84	TRPM6_HUMAN	TRPM6
Q9BXB7	SPT16_HUMAN	SPATA16
Q9BXC9	BBS2_HUMAN	BBS2
Q9BXJ0	C1QT5_HUMAN	C1QTNF5
Q9BXJ7	AMNLS_HUMAN	AMN
Q9BXL6	CAR14_HUMAN	CARD14
Q9BXL7	CAR11_HUMAN	CARD11
Q9BXM0	PRAX_HUMAN	PRX
Q9BXM7	PINK1_HUMAN	PINK1
Q9BXN2	CLC7A_HUMAN	CLEC7A
Q9BXR6	FHR5_HUMAN	CFHR5
Q9BXW9	FACD2_HUMAN	FANCD2
Q9BY41	HDAC8_HUMAN	HDAC8
Q9BY66	KDM5D_HUMAN	KDM5D
Q9BY79	MFRP_HUMAN	MFRP
Q9BYB0	SHAN3_HUMAN	SHANK3
Q9BYE0	HES7_HUMAN	HES7
Q9BYI3	HYCCI_HUMAN	FAM126A
Q9BYJ1	LOXE3_HUMAN	ALOXE3
Q9BYT9	ANO3_HUMAN	ANO3
Q9BYV8	CEP41_HUMAN	CEP41
Q9BZ23	PANK2_HUMAN	PANK2
Q9BZ71	PITM3_HUMAN	PITPNM3
Q9BZ95	NSD3_HUMAN	NSD3
Q9BZD2	S29A3_HUMAN	SLC29A3
Q9BZE0	GLIS2_HUMAN	GLIS2
Q9BZE9	ASPC1_HUMAN	ASPSCR1
Q9BZH6	WDR11_HUMAN	WDR11
Q9BZI7	REN3B_HUMAN	UPF3B
Q9BZS1	FOXP3_HUMAN	FOXP3
Q9BZV2	S19A3_HUMAN	SLC19A3
Q9BZV3	IMPG2_HUMAN	IMPG2
Q9C000	NLRP1_HUMAN	NLRP1
Q9C004	SPY4_HUMAN	SPRY4
Q9C040	TRIM2_HUMAN	TRIM2
Q9C0B1	FTO_HUMAN	FTO
Q9GZN7	ROGDI_HUMAN	ROGDI
Q9GZQ5	Q9GZQ5_HUMAN	MEN1
Q9GZR5	ELOV4_HUMAN	ELOVL4
Q9GZS0	DNAI2_HUMAN	DNAI2
Q9GZT5	WN10A_HUMAN	WNT10A
Q9GZT9	EGLN1_HUMAN	EGLN1
Q9GZU1	MCLN1_HUMAN	MCOLN1
Q9GZU5	NYX_HUMAN	NYX
Q9GZV3	SC5A7_HUMAN	SLC5A7
Q9GZV9	FGF23_HUMAN	FGF23
Q9GZX3	CHST6_HUMAN	CHST6
Q9GZX7	AICDA_HUMAN	AICDA
Q9H061	T126A_HUMAN	TMEM126A
Q9H082	RB33B_HUMAN	RAB33B
Q9H0F7	ARL6_HUMAN	ARL6
Q9H0P0	5NT3A_HUMAN	NT5C3A
Q9H0U3	MAGT1_HUMAN	MAGT1
Q9H0U9	TSYL1_HUMAN	TSPYL1
Q9H0W5	CCDC8_HUMAN	CCDC8
Q9H161	ALX4_HUMAN	ALX4
Q9H165	BC11A_HUMAN	BCL11A
Q9H173	SIL1_HUMAN	SIL1
Q9H1C4	UN93B_HUMAN	UNC93B1
Q9H1K1	ISCU_HUMAN	ISCU
Q9H1R3	MYLK2_HUMAN	MYLK2
Q9H1X1	RSPH9_HUMAN	RSPH9
Q9H211	CDT1_HUMAN	CDT1
Q9H221	ABCG8_HUMAN	ABCG8
Q9H222	ABCG5_HUMAN	ABCG5
Q9H237	PORCN_HUMAN	PORCN
Q9H244	P2Y12_HUMAN	P2RY12
Q9H251	CAD23_HUMAN	CDH23
Q9H256	Q9H256_HUMAN	TARDBP
Q9H257	CARD9_HUMAN	CARD9
Q9H267	VP33B_HUMAN	VPS33B
Q9H2C0	GAN_HUMAN	GAN
Q9H2D6	TARA_HUMAN	TRIOBP
Q9H2F3	3BHS7_HUMAN	HSD3B7
Q9H2G0	Q9H2G0_HUMAN	UBE3A
Q9H2I8	LRMDA_HUMAN	LRMDA
Q9H2M9	RBGPR_HUMAN	RAB3GAP2
Q9H324	ATS10_HUMAN	ADAMTS10
Q9H334	FOXP1_HUMAN	FOXP1
Q9H3D4	P63_HUMAN	TP63
Q9H3D5	Q9H3D5_HUMAN	
Q9H3H5	GPT_HUMAN	DPAGT1
Q9H3J6	CL065_HUMAN	C12orf65
Q9H3L0	MMAD_HUMAN	MMADHC
Q9H3S1	SEM4A_HUMAN	SEMA4A
Q9H3S4	TPK1_HUMAN	TPK1
Q9H3S5	PIGM_HUMAN	PIGM
Q9H3U7	SMOC2_HUMAN	SMOC2
Q9H3Z4	DNJC5_HUMAN	DNAJC5
Q9H444	CHM4B_HUMAN	CHMP4B
Q9H488	OFUT1_HUMAN	POFUT1
Q9H4A3	WNK1_HUMAN	WNK1
Q9H4B7	TBB1_HUMAN	TUBB1
Q9H4D1	Q9H4D1_HUMAN	dik
Q9H4F8	SMOC1_HUMAN	SMOC1
Q9H4G0	E41L1_HUMAN	EPB41L1
Q9H4L7	SMRCD_HUMAN	SMARCAD1
Q9H4N1	Q9H4N1_HUMAN	
Q9H4Z2	ZN335_HUMAN	ZNF335
Q9H553	ALG2_HUMAN	ALG2
Q9H582	ZN644_HUMAN	ZNF644
Q9H5K3	SG196_HUMAN	POMK
Q9H5P4	PDZD7_HUMAN	PDZD7
Q9H5Y7	SLIK6_HUMAN	SLITRK6
Q9H6B4	CLMP_HUMAN	CLMP
Q9H6I2	SOX17_HUMAN	SOX17
Q9H6K4	OPA3_HUMAN	OPA3
Q9H6L2	TM231_HUMAN	TMEM231
Q9H6L5	RETR1_HUMAN	RETREG1
Q9H6U8	ALG9_HUMAN	ALG9
Q9H6V3	Q9H6V3_HUMAN	C10orf2
Q9H6X2	ANTR1_HUMAN	ANTXR1
Q9H799	CE042_HUMAN	C5orf42
Q9H836	Q9H836_HUMAN	
Q9H845	ACAD9_HUMAN	ACAD9
Q9H8B3	Q9H8B3_HUMAN	
Q9H8M5	CNNM2_HUMAN	CNNM2
Q9H8P0	PORED_HUMAN	SRD5A3
Q9H902	REEP1_HUMAN	REEP1
Q9H936	GHC1_HUMAN	SLC25A22
Q9H9B1	EHMT1_HUMAN	EHMT1
Q9H9C1	SPE39_HUMAN	VIPAS39
Q9H9E3	COG4_HUMAN	COG4
Q9H9J2	RM44_HUMAN	MRPL44
Q9H9J7	Q9H9J7_HUMAN	
Q9H9P8	L2HDH_HUMAN	L2HGDH
Q9H9Q4	NHEJ1_HUMAN	NHEJ1
Q9H9S5	FKRP_HUMAN	FKRP
Q9HA31	Q9HA31_HUMAN	EIF2B3
Q9HAB3	S52A2_HUMAN	SLC52A2
Q9HAN9	NMNA1_HUMAN	NMNAT1
Q9HAV0	GBB4_HUMAN	GNB4
Q9HAY6	BCDO1_HUMAN	BCO1
Q9HAZ2	PRD16_HUMAN	PRDM16
Q9HB58	SP110_HUMAN	SP110
Q9HB96	FANCE_HUMAN	FANCE
Q9HBA0	TRPV4_HUMAN	TRPV4
Q9HBD4	Q9HBD4_HUMAN	SMARCA4
Q9HBE5	IL21R_HUMAN	IL21R
Q9HBG4	VPP4_HUMAN	ATP6V0A4
Q9HBG6	IF122_HUMAN	IFT122
Q9HC07	TM165_HUMAN	TMEM165
Q9HC10	OTOF_HUMAN	OTOF
Q9HC21	TPC_HUMAN	SLC25A19
Q9HC23	PROK2_HUMAN	PROK2
Q9HC29	NOD2_HUMAN	NOD2
Q9HC77	CENPJ_HUMAN	CENPJ
Q9HCC0	MCCB_HUMAN	MCCC2
Q9HCE0	EPG5_HUMAN	EPG5
Q9HCG7	GBA2_HUMAN	GBA2
Q9HCJ1	ANKH_HUMAN	ANKH
Q9HCK4	ROBO2_HUMAN	ROBO2
Q9HCN6	GPVI_HUMAN	GP6
Q9HCR9	PDE11_HUMAN	PDE11A
Q9HD26	GOPC_HUMAN	GOPC
Q9HD40	SPCS_HUMAN	SEPSECS
Q9HD42	CHM1A_HUMAN	CHMP1A
Q9NNW7	TRXR2_HUMAN	TXNRD2
Q9NP08	HMX1_HUMAN	HMX1
Q9NP58	ABCB6_HUMAN	ABCB6
Q9NP59	S40A1_HUMAN	SLC40A1
Q9NP72	RAB18_HUMAN	RAB18
Q9NP73	ALG13_HUMAN	ALG13
Q9NP81	SYSM_HUMAN	SARS2
Q9NP85	PODO_HUMAN	NPHS2
Q9NP91	S6A20_HUMAN	SLC6A20
Q9NPB3	CABP2_HUMAN	CABP2
Q9NPC2	KCNK9_HUMAN	KCNK9
Q9NPC6	MYOZ2_HUMAN	MYOZ2
Q9NPD5	SO1B3_HUMAN	SLCO1B3
Q9NPE3	NOP10_HUMAN	NOP10
Q9NPF0	CD320_HUMAN	CD320
Q9NPI0	TM138_HUMAN	TMEM138
Q9NPI8	FANCF_HUMAN	FANCF
Q9NPJ1	MKKS_HUMAN	MKKS
Q9NPQ0	Q9NPQ0_HUMAN	
Q9NPR5	Q9NPR5_HUMAN	
Q9NQ11	AT132_HUMAN	ATP13A2
Q9NQ38	ISK5_HUMAN	SPINK5
Q9NQ40	S52A3_HUMAN	SLC52A3
Q9NQ66	PLCB1_HUMAN	PLCB1
Q9NQC7	CYLD_HUMAN	CYLD
Q9NQG7	HPS4_HUMAN	HPS4
Q9NQH7	XPP3_HUMAN	XPNPEP3
Q9NQT5	EXOS3_HUMAN	EXOSC3
Q9NQW8	CNGB3_HUMAN	CNGB3
Q9NQX1	PRDM5_HUMAN	PRDM5
Q9NQX3	GEPH_HUMAN	GPHN
Q9NQZ3	DAZ1_HUMAN	DAZ1
Q9NQZ6	ZC4H2_HUMAN	ZC4H2
Q9NR23	GDF3_HUMAN	GDF3
Q9NR28	DBLOH_HUMAN	DIABLO
Q9NR50	EI2BG_HUMAN	EIF2B3
Q9NR63	CP26B_HUMAN	CYP26B1
Q9NRA2	S17A5_HUMAN	SLC17A5
Q9NRD8	DUOX2_HUMAN	DUOX2
Q9NRG9	AAAS_HUMAN	AAAS
Q9NRM0	GTR9_HUMAN	SLC2A9
Q9NRM1	ENAM_HUMAN	ENAM
Q9NRR6	INP5E_HUMAN	INPP5E
Q9NRW7	VPS45_HUMAN	VPS45
Q9NS15	LTBP3_HUMAN	LTBP3
Q9NS23	RASF1_HUMAN	RASSF1
Q9NS56	TOPRS_HUMAN	TOPORS
Q9NS89	Q9NS89_HUMAN	CACNA1A
Q9NSC2	SALL1_HUMAN	SALL1
Q9NSK7	CS012_HUMAN	C19orf12
Q9NSU2	TREX1_HUMAN	TREX1
Q9NSV4	DIAP3_HUMAN	DIAPH3
Q9NTF0	Q9NTF0_HUMAN	DKFZp727E011
Q9NTI2	AT8A2_HUMAN	ATP8A2
Q9NTN3	S35D1_HUMAN	SLC35D1
Q9NTQ9	CXB4_HUMAN	GJB4
Q9NU63	ZFP57_HUMAN	ZFP57
Q9NUD9	PIGV_HUMAN	PIGV
Q9NUN5	LMBD1_HUMAN	LMBRD1
Q9NUW0	Q9NUW0_HUMAN	
Q9NUW8	TYDP1_HUMAN	TDP1
Q9NVC6	MED17_HUMAN	MED17
Q9NVH6	TMLH_HUMAN	TMLHE
Q9NVI1	FANCI_HUMAN	FANCI
Q9NVR5	KTU_HUMAN	DNAAF2
Q9NVS9	PNPO_HUMAN	PNPO
Q9NVV4	PAPD1_HUMAN	MTPAP
Q9NVV9	THAP1_HUMAN	THAP1
Q9NW08	RPC2_HUMAN	POLR3B
Q9NW13	RBM28_HUMAN	RBM28
Q9NW15	ANO10_HUMAN	ANO10
Q9NW38	FANCL_HUMAN	FANCL
Q9NWF9	RN216_HUMAN	RNF216
Q9NWM8	FKB14_HUMAN	FKBP14
Q9NWS8	RMND1_HUMAN	RMND1
Q9NWW5	CLN6_HUMAN	CLN6
Q9NWZ3	IRAK4_HUMAN	IRAK4
Q9NX18	SDHF2_HUMAN	SDHAF2
Q9NX22	Q9NX22_HUMAN	
Q9NX24	NHP2_HUMAN	NHP2
Q9NX62	IMPA3_HUMAN	IMPAD1
Q9NXB0	MKS1_HUMAN	MKS1
Q9NXR1	NDE1_HUMAN	NDE1
Q9NY72	SCN3B_HUMAN	SCN3B
Q9NYF0	DACT1_HUMAN	DACT1
Q9NYJ7	DLL3_HUMAN	DLL3
Q9NYJ8	TAB2_HUMAN	TAB2
Q9NYS3	Q9NYS3_HUMAN	PNAS-3
Q9NYY8	FAKD2_HUMAN	FASTKD2
Q9NZ01	TECR_HUMAN	TECR
Q9NZ42	PEN2_HUMAN	PSENEN
Q9NZ71	RTEL1_HUMAN	RTEL1
Q9NZB8	MOCS1_HUMAN	MOCS1
Q9NZC2	TREM2_HUMAN	TREM2
Q9NZC7	WWOX_HUMAN	WWOX
Q9NZC9	SMAL1_HUMAN	SMARCAL1
Q9NZD8	SPG21_HUMAN	SPG21
Q9NZJ4	SACS_HUMAN	SACS
Q9NZJ5	E2AK3_HUMAN	EIF2AK3
Q9NZN1	IRPL1_HUMAN	IL1RAPL1
Q9NZN5	ARHGC_HUMAN	ARHGEF12
Q9NZN9	AIPL1_HUMAN	AIPL1
Q9NZR4	VSX1_HUMAN	VSX1
Q9NZU0	FLRT3_HUMAN	FLRT3
Q9NZV5	SELN_HUMAN	SELENON
Q9NZW4	DSPP_HUMAN	DSPP
Q9P032	NDUF4_HUMAN	NDUFAF4
Q9P0J1	PDP1_HUMAN	PDP1
Q9P0N5	TM216_HUMAN	TMEM216
Q9P0N9	TBCD7_HUMAN	TBC1D7
Q9P0T0	Q9P0T0_HUMAN	
Q9P0W8	SPAT7_HUMAN	SPATA7
Q9P202	WHRN_HUMAN	WHRN
Q9P212	PLCE1_HUMAN	PLCE1
Q9P219	DAPLE_HUMAN	CCDC88C
Q9P265	DIP2B_HUMAN	DIP2B
Q9P267	MBD5_HUMAN	MBD5
Q9P273	TEN3_HUMAN	TENM3
Q9P2D1	CHD7_HUMAN	CHD7
Q9P2H3	IFT80_HUMAN	IFT80
Q9P2K1	C2D2A_HUMAN	CC2D2A
Q9P2L0	WDR35_HUMAN	WDR35
Q9P2R7	SUCB1_HUMAN	SUCLA2
Q9P2W1	HOP2_HUMAN	PSMC3IP
Q9P2X0	DPM3_HUMAN	DPM3
Q9P2X7	DEC1_HUMAN	DEC1
Q9UBB4	ATX10_HUMAN	ATXN10
Q9UBC3	DNM3B_HUMAN	DNMT3B
Q9UBC5	MYO1A_HUMAN	MYO1A
Q9UBD9	CLCF1_HUMAN	CLCF1
Q9UBF9	MYOTI_HUMAN	MYOT
Q9UBH0	I36RA_HUMAN	IL36RN
Q9UBK8	MTRR_HUMAN	MTRR
Q9UBM7	DHCR7_HUMAN	DHCR7
Q9UBN7	HDAC6_HUMAN	HDAC6
Q9UBP0	SPAST_HUMAN	SPAST
Q9UBQ7	GRHPR_HUMAN	GRHPR
Q9UBR1	BUP1_HUMAN	UPB1
Q9UBR4	LHX3_HUMAN	LHX3
Q9UBV7	B4GT7_HUMAN	B4GALT7
Q9UBX0	HESX1_HUMAN	HESX1
Q9UBX5	FBLN5_HUMAN	FBLN5
Q9UBY8	CLN8_HUMAN	CLN8
Q9UDR5	AASS_HUMAN	AASS
Q9UDY2	ZO2_HUMAN	TJP2
Q9UDY8	MALT1_HUMAN	MALT1
Q9UEF7	KLOT_HUMAN	KL
Q9UES4	Q9UES4_HUMAN	
Q9UET6	TRM7_HUMAN	FTSJ1
Q9UEU6	Q9UEU6_HUMAN	
Q9UFD5	Q9UFD5_HUMAN	DKFZp434N181
Q9UFE4	CCD39_HUMAN	CCDC39
Q9UFG7	Q9UFG7_HUMAN	DKFZp434K1772
Q9UG01	IF172_HUMAN	IFT172
Q9UG85	Q9UG85_HUMAN	DKFZp564O1822
Q9UGJ0	AAKG2_HUMAN	PRKAG2
Q9UGP8	SEC63_HUMAN	SEC63
Q9UH77	KLHL3_HUMAN	KLHL3
Q9UHC1	MLH3_HUMAN	MLH3
Q9UHC6	CNTP2_HUMAN	CNTNAP2
Q9UHD8	SEPT9_HUMAN	SEPT9
Q9UHD9	UBQL2_HUMAN	UBQLN2
Q9UHF0	TKNK_HUMAN	TAC3
Q9UHF7	TRPS1_HUMAN	TRPS1
Q9UHJ9	PGAP2_HUMAN	PGAP2
Q9UHK6	AMACR_HUMAN	AMACR
Q9UHN1	DPOG2_HUMAN	POLG2
Q9UHP9	SMPX_HUMAN	SMPX
Q9UHW9	S12A6_HUMAN	SLC12A6
Q9UI09	NDUAC_HUMAN	NDUFA12
Q9UI10	EI2BD_HUMAN	EIF2B4
Q9UI17	M2GD_HUMAN	DMGDH
Q9UI46	DNAI1_HUMAN	DNAI1
Q9UIF7	MUTYH_HUMAN	MUTYH
Q9UJJ9	GNPTG_HUMAN	GNPTG
Q9UJQ4	SALL4_HUMAN	SALL4
Q9UJS0	CMC2_HUMAN	SLC25A13
Q9UJY1	HSPB8_HUMAN	HSPB8
Q9UK05	GDF2_HUMAN	GDF2
Q9UK17	KCND3_HUMAN	KCND3
Q9UK53	ING1_HUMAN	ING1
Q9UKA2	FBXL4_HUMAN	FBXL4
Q9UKM7	MA1B1_HUMAN	MAN1B1
Q9UKN7	MYO15_HUMAN	MYO15A
Q9UKU7	ACAD8_HUMAN	ACAD8
Q9UKX2	MYH2_HUMAN	MYH2
Q9UKY4	POMT2_HUMAN	POMT2
Q9UL01	DSE_HUMAN	DSE
Q9UL17	TBX21_HUMAN	TBX21
Q9UL45	BL1S6_HUMAN	BLOC1S6
Q9ULB1	NRX1A_HUMAN	NRXN1
Q9ULC3	RAB23_HUMAN	RAB23
Q9ULK4	MED23_HUMAN	MED23
Q9ULL8	SHRM4_HUMAN	SHROOM4
Q9ULP9	TBC24_HUMAN	TBC1D24
Q9ULT0	TTC7A_HUMAN	TTC7A
Q9ULV0	MYO5B_HUMAN	MYO5B
Q9ULV1	FZD4_HUMAN	FZD4
Q9ULV5	HSF4_HUMAN	HSF4
Q9UM00	TMCO1_HUMAN	TMCO1
Q9UM01	YLAT1_HUMAN	SLC7A7
Q9UM47	NOTC3_HUMAN	NOTCH3
Q9UM54	MYO6_HUMAN	MYO6
Q9UM73	ALK_HUMAN	ALK
Q9UMD9	COHA1_HUMAN	COL17A1
Q9UMR3	TBX20_HUMAN	TBX20
Q9UMS0	NFU1_HUMAN	NFU1
Q9UMX1	SUFU_HUMAN	SUFU
Q9UMX6	GUC1B_HUMAN	GUCA1B
Q9UMX9	S45A2_HUMAN	SLC45A2
Q9UNA1	RHG26_HUMAN	ARHGAP26
Q9UNE0	EDAR_HUMAN	EDAR
Q9UNP4	SIAT9_HUMAN	ST3GAL5
Q9UNW1	MINP1_HUMAN	MINPP1
Q9UP03	Q9UP03_HUMAN	TAP2
Q9UP52	TFR2_HUMAN	TFR2
Q9UP83	COG5_HUMAN	COG5
Q9UPD8	Q9UPD8_HUMAN	SCA7
Q9UPI3	FLVC2_HUMAN	FLVCR2
Q9UPM8	AP4E1_HUMAN	AP4E1
Q9UPM9	B9D1_HUMAN	B9D1
Q9UPN9	TRI33_HUMAN	TRIM33
Q9UPP1	PHF8_HUMAN	PHF8
Q9UPQ8	DOLK_HUMAN	DOLK
Q9UPS8	ANR26_HUMAN	ANKRD26
Q9UPT6	JIP3_HUMAN	MAPK8IP3
Q9UPV0	CE164_HUMAN	CEP164
Q9UPW6	SATB2_HUMAN	SATB2
Q9UPY3	DICER_HUMAN	DICER1
Q9UPZ3	HPS5_HUMAN	HPS5
Q9UPZ9	ICK_HUMAN	ICK
Q9UQ13	SHOC2_HUMAN	SHOC2
Q9UQ90	SPG7_HUMAN	SPG7
Q9UQB3	CTND2_HUMAN	CTNND2
Q9UQB9	AURKC_HUMAN	AURKC
Q9UQD0	SCN8A_HUMAN	SCN8A
Q9UQE7	SMC3_HUMAN	SMC3
Q9UQN3	CHM2B_HUMAN	CHMP2B
Q9UQQ2	SH2B3_HUMAN	SH2B3
Q9UQS6	Q9UQS6_HUMAN	
Q9Y210	TRPC6_HUMAN	TRPC6
Q9Y215	COLQ_HUMAN	COLQ
Q9Y223	GLCNE_HUMAN	GNE
Q9Y238	DLEC1_HUMAN	DLEC1
Q9Y243	AKT3_HUMAN	AKT3
Q9Y244	POMP_HUMAN	POMP
Q9Y250	LZTS1_HUMAN	LZTS1
Q9Y252	RNF6_HUMAN	RNF6
Q9Y253	POLH_HUMAN	POLH
Q9Y259	CHKB_HUMAN	CHKB
Q9Y276	BCS1_HUMAN	BCS1L
Q9Y281	COF2_HUMAN	CFL2
Q9Y283	INVS_HUMAN	INVS
Q9Y287	ITM2B_HUMAN	ITM2B
Q9Y297	FBW1A_HUMAN	BTRC
Q9Y2B1	RXLT1_HUMAN	RXYLT1
Q9Y2B2	PIGL_HUMAN	PIGL
Q9Y2I2	NTNG1_HUMAN	NTNG1
Q9Y2I7	FYV1_HUMAN	PIKFYVE
Q9Y2M0	FAN1_HUMAN	FAN1
Q9Y2Q5	LTOR2_HUMAN	LAMTOR2
Q9Y2R2	PTN22_HUMAN	PTPN22
P0DPB5	RPC22_HUMAN	POLR1D
P0DPB6	RPAC2_HUMAN	POLR1D
Q9Y2T1	AXIN2_HUMAN	AXIN2
Q9Y2U8	MAN1_HUMAN	LEMD3
Q9Y2V3	RX_HUMAN	RAX
Q9Y2V7	COG6_HUMAN	COG6
Q9Y2Y0	AR2BP_HUMAN	ARL2BP
Q9Y2Z2	MTO1_HUMAN	MTO1
Q9Y2Z4	SYYM_HUMAN	YARS2
Q9Y2Z9	COQ6_HUMAN	COQ6
Q9Y345	SC6A5_HUMAN	SLC6A5
Q9Y375	CIA30_HUMAN	NDUFAF1
Q9Y397	ZDHC9_HUMAN	ZDHHC9
Q9Y3A5	SBDS_HUMAN	SBDS
Q9Y3D3	RT16_HUMAN	MRPS16
Q9Y3I1	FBX7_HUMAN	FBXO7
Q9Y3Q4	HCN4_HUMAN	HCN4
Q9Y3R0	GRIP1_HUMAN	GRIP1
Q9Y3Z0	Q9Y3Z0_HUMAN	DKFZp564J0123
Q9Y3Z3	SAMH1_HUMAN	SAMHD1
Q9Y458	TBX22_HUMAN	TBX22
Q9Y462	ZN711_HUMAN	ZNF711
Q9Y464	Q9Y464_HUMAN	XB
Q9Y484	WIPI4_HUMAN	WDR45
Q9Y487	VPP2_HUMAN	ATP6V0A2
Q9Y4G2	PKHM1_HUMAN	PLEKHM1
Q9Y4I1	MYO5A_HUMAN	MYO5A
Q9Y4J8	DTNA_HUMAN	DTNA
Q9Y4K3	TRAF6_HUMAN	TRAF6
Q9Y4T0	Q9Y4T0_HUMAN	DKFZp564P2062
Q9Y4U1	MMAC_HUMAN	MMACHC
Q9Y4W6	AFG32_HUMAN	AFG3L2
Q9Y4Z2	NGN3_HUMAN	NEUROG3
Q9Y587	AP4S1_HUMAN	AP4S1
Q9Y5B0	CTDP1_HUMAN	CTDP1
Q9Y5C1	ANGL3_HUMAN	ANGPTL3
Q9Y5I7	CLD16_HUMAN	CLDN16
Q9Y5K2	KLK4_HUMAN	KLK4
Q9Y5K6	CD2AP_HUMAN	CD2AP
Q9Y5N6	ORC6_HUMAN	ORC6
Q9Y5P6	GMPPB_HUMAN	GMPPB
Q9Y5Q3	MAFB_HUMAN	MAFB
Q9Y5Q5	CORIN_HUMAN	CORIN
Q9Y5R5	DMRT2_HUMAN	DMRT2
Q9Y5R6	DMRT1_HUMAN	DMRT1
Q9Y5S9	RBM8A_HUMAN	RBM8A
Q9Y5U8	MPC1_HUMAN	MPC1
Q9Y5U9	IR3IP_HUMAN	IER3IP1
Q9Y5X0	SNX10_HUMAN	SNX10
Q9Y5X4	NR2E3_HUMAN	NR2E3
Q9Y5Y0	FLVC1_HUMAN	FLVCR1
Q9Y5Y5	PEX16_HUMAN	PEX16
Q9Y5Y6	ST14_HUMAN	ST14
Q9Y5Z9	UBIA1_HUMAN	UBIAD1
Q9Y606	TRUA_HUMAN	PUS1
Q9Y617	SERC_HUMAN	PSAT1
Q9Y619	ORNT1_HUMAN	SLC25A15
Q9Y620	RA54B_HUMAN	RAD54B
Q9Y625	GPC6_HUMAN	GPC6
